"Ordre";"IdPersona";"Sexe";"FranjaEdat";"Municipi";"DataAlta";"Estudiant";"Treballador";"Aturat";"Jubilat";"Derivats";"Voluntaris"
"1446";"1525";"D";"0";"SABADELL";"2018/07/05";"N";"N";"N";"Y";"4";"0"
"1447";"1526";"D";"0";"SABADELL";"2018/07/05";"Y";"N";"N";"N";"5";"0"
"1448";"1527";"D";"0";"SABADELL";"2018/07/12";"Y";"Y";"N";"N";"4";"0"
"1449";"1528";"D";"0";"SABADELL";"2018/07/18";"N";"Y";"N";"N";"5";"0"
"1450";"1529";"D";"0";"SABADELL";"2018/07/18";"N";"Y";"N";"N";"5";"0"
"1451";"1530";"D";"0";"SABADELL";"2018/07/18";"Y";"N";"N";"N";"3";"0"
"1452";"1531";"D";"0";"SABADELL";"2018/07/18";"N";"Y";"N";"N";"7";"0"
"1453";"1532";"H";"0";"SANT QUIRZE DEL VALLÈS";"2018/07/20";"Y";"N";"N";"N";"4";"0"
"1454";"1533";"D";"0";"SABADELL";"2018/07/26";"N";"Y";"N";"N";"7";"0"
"1455";"1534";"H";"0";"SABADELL";"2018/09/03";"N";"N";"N";"N";"0";"0"
"1456";"1535";"D";"0";"SABADELL";"2018/09/12";"N";"Y";"N";"N";"0";"0"
"1457";"1536";"H";"0";"SABADELL";"2018/09/13";"N";"N";"Y";"N";"5";"0"
"1458";"1537";"D";"0";"SABADELL";"2018/09/21";"N";"N";"Y";"N";"4";"0"
"1459";"1538";"D";"0";"SABADELL";"2018/09/21";"N";"N";"Y";"N";"3";"0"
"1460";"1539";"D";"0";"SABADELL";"2018/09/21";"N";"Y";"N";"N";"7";"0"
"1461";"1540";"H";"0";"SABADELL";"2018/09/24";"N";"Y";"N";"N";"5";"0"
"1462";"1541";"D";"0";"SABADELL";"2018/10/03";"N";"N";"Y";"N";"9";"0"
"1463";"1542";"D";"0";"SABADELL";"2018/10/03";"N";"Y";"N";"N";"6";"0"
"1464";"1543";"D";"0";"SABADELL";"2018/10/03";"N";"N";"Y";"N";"4";"0"
"1465";"1544";"D";"0";"SABADELL";"2018/10/03";"N";"N";"N";"Y";"7";"0"
"1466";"1545";"D";"0";"SABADELL";"2018/10/03";"Y";"N";"N";"N";"5";"0"
"1467";"1546";"D";"0";"SABADELL";"2018/10/10";"N";"N";"N";"Y";"2";"1"
"1468";"1547";"D";"0";"BARBERÀ DEL VALLÈS";"2018/10/10";"N";"Y";"N";"N";"2";"0"
"1469";"1548";"D";"0";"SABADELL";"2018/10/11";"N";"Y";"N";"N";"5";"0"
"1470";"1549";"H";"0";"SABADELL";"2018/10/11";"N";"Y";"N";"N";"4";"0"
"1471";"1550";"H";"0";"SABADELL";"2018/10/11";"N";"Y";"N";"N";"2";"0"
"1472";"1551";"D";"0";"SABADELL";"2018/10/24";"Y";"Y";"N";"N";"4";"0"
"1473";"1552";"H";"0";"SABADELL";"2018/10/24";"N";"N";"N";"Y";"5";"0"
"1474";"1553";"D";"0";"SABADELL";"2018/10/24";"Y";"N";"N";"N";"6";"0"
"1475";"1554";"D";"0";"SABADELL";"2018/10/26";"N";"N";"Y";"N";"5";"0"
"1476";"1555";"H";"0";"SABADELL";"2018/10/26";"N";"N";"N";"Y";"5";"0"
"1477";"1556";"D";"0";"SABADELL";"2018/11/05";"N";"N";"N";"Y";"5";"0"
"1478";"1557";"D";"0";"SABADELL";"2018/11/09";"Y";"N";"N";"N";"7";"0"
"1479";"1558";"D";"0";"SABADELL";"2018/11/09";"Y";"N";"N";"N";"4";"0"
"1480";"1559";"H";"0";"SABADELL";"2018/11/09";"N";"N";"N";"Y";"6";"0"
"1481";"1560";"H";"0";"SABADELL";"2018/11/09";"N";"Y";"N";"N";"5";"0"
"1482";"1561";"D";"0";"SABADELL";"2018/11/09";"N";"N";"Y";"N";"4";"0"
"1483";"1562";"H";"0";"SABADELL";"2018/11/20";"N";"N";"Y";"N";"5";"0"
"1484";"1563";"D";"0";"SABADELL";"2018/11/20";"N";"Y";"N";"N";"5";"0"
"1485";"1564";"D";"0";"SABADELL";"2018/11/20";"N";"Y";"N";"N";"4";"0"
"1486";"1565";"D";"0";"SABADELL";"2018/11/21";"N";"Y";"N";"N";"4";"0"
"1487";"1566";"D";"0";"SABADELL";"2018/11/22";"N";"Y";"N";"N";"4";"0"
"1488";"1567";"D";"0";"SABADELL";"2018/11/22";"N";"N";"Y";"N";"3";"0"
"1489";"1568";"D";"0";"SABADELL";"2018/11/22";"N";"N";"Y";"N";"2";"0"
"1490";"1569";"H";"0";"SABADELL";"2018/12/13";"N";"N";"N";"Y";"2";"0"
"1491";"1570";"D";"0";"MATADEPERA";"2018/12/13";"Y";"N";"N";"N";"3";"0"
"1492";"1571";"D";"0";"SABADELL";"2018/12/14";"Y";"N";"N";"N";"4";"0"
"1493";"1572";"D";"0";"SABADELL";"2018/12/14";"Y";"N";"N";"N";"4";"0"
"1494";"1573";"H";"0";"SABADELL";"2019/01/02";"N";"N";"Y";"N";"6";"0"
"1495";"1574";"H";"0";"SABADELL";"2019/01/02";"N";"Y";"N";"N";"8";"0"
"1496";"1575";"D";"0";"SABADELL";"2019/01/11";"N";"N";"Y";"N";"3";"0"
"1497";"1576";"H";"0";"SANT QUIRZE DEL VALLÈS";"2019/01/11";"N";"Y";"N";"N";"4";"0"
"1498";"1577";"D";"0";"SABADELL";"2019/01/11";"N";"Y";"N";"N";"3";"0"
"1499";"1578";"H";"0";"SABADELL";"2019/01/14";"N";"N";"N";"Y";"5";"0"
"1500";"1579";"D";"0";"SABADELL";"2019/01/14";"N";"Y";"N";"N";"7";"0"
